utterance_id,audio_path,transcript,speaker_id,chapter_id
7729-102255-0012,test-clean\7729\102255\7729-102255-0012.flac,SEVERAL HUNDRED FREE STATE MEN PROMPTLY RESPONDED TO THE SUMMONS,7729,102255
7729-102255-0013,test-clean\7729\102255\7729-102255-0013.flac,IT WAS IN FACT THE BEST WEAPON OF ITS DAY,7729,102255
7729-102255-0014,test-clean\7729\102255\7729-102255-0014.flac,THE LEADERS OF THE CONSPIRACY BECAME DISTRUSTFUL OF THEIR POWER TO CRUSH THE TOWN,7729,102255
7729-102255-0015,test-clean\7729\102255\7729-102255-0015.flac,ONE OF HIS MILITIA GENERALS SUGGESTED THAT THE GOVERNOR SHOULD REQUIRE THE OUTLAWS AT LAWRENCE AND ELSEWHERE TO SURRENDER THE SHARPS RIFLES ANOTHER WROTE ASKING HIM TO CALL OUT THE GOVERNMENT TROOPS AT FORT LEAVENWORTH,7729,102255
7729-102255-0016,test-clean\7729\102255\7729-102255-0016.flac,THE GOVERNOR ON HIS PART BECOMING DOUBTFUL OF THE LEGALITY OF EMPLOYING MISSOURI MILITIA TO ENFORCE KANSAS LAWS WAS ALSO EAGER TO SECURE THE HELP OF FEDERAL TROOPS,7729,102255
7729-102255-0017,test-clean\7729\102255\7729-102255-0017.flac,SHERIFF JONES HAD HIS POCKETS ALWAYS FULL OF WRITS ISSUED IN THE SPIRIT OF PERSECUTION BUT WAS OFTEN BAFFLED BY THE SHARP WITS AND READY RESOURCES OF THE FREE STATE PEOPLE AND SOMETIMES DEFIED OUTRIGHT,7729,102255
7729-102255-0018,test-clean\7729\102255\7729-102255-0018.flac,LITTLE BY LITTLE HOWEVER THE LATTER BECAME HEMMED AND BOUND IN THE MESHES OF THE VARIOUS DEVICES AND PROCEEDINGS WHICH THE TERRITORIAL OFFICIALS EVOLVED FROM THE BOGUS LAWS,7729,102255
7729-102255-0019,test-clean\7729\102255\7729-102255-0019.flac,TO EMBARRASS THIS DAMAGING EXPOSURE JUDGE LECOMPTE ISSUED A WRIT AGAINST THE EX GOVERNOR ON A FRIVOLOUS CHARGE OF CONTEMPT,7729,102255
7729-102255-0020,test-clean\7729\102255\7729-102255-0020.flac,THE INCIDENT WAS NOT VIOLENT NOR EVEN DRAMATIC NO POSSE WAS SUMMONED NO FURTHER EFFORT MADE AND REEDER FEARING PERSONAL VIOLENCE SOON FLED IN DISGUISE,7729,102255
7729-102255-0021,test-clean\7729\102255\7729-102255-0021.flac,BUT THE AFFAIR WAS MAGNIFIED AS A CROWNING PROOF THAT THE FREE STATE MEN WERE INSURRECTIONISTS AND OUTLAWS,7729,102255
7729-102255-0022,test-clean\7729\102255\7729-102255-0022.flac,FROM THESE AGAIN SPRANG BARRICADED AND FORTIFIED DWELLINGS CAMPS AND SCOUTING PARTIES FINALLY CULMINATING IN ROVING GUERRILLA BANDS HALF PARTISAN HALF PREDATORY,7729,102255
7729-102255-0023,test-clean\7729\102255\7729-102255-0023.flac,THEIR DISTINCTIVE CHARACTERS HOWEVER DISPLAY ONE BROAD AND UNFAILING DIFFERENCE,7729,102255
7729-102255-0024,test-clean\7729\102255\7729-102255-0024.flac,THE FREE STATE MEN CLUNG TO THEIR PRAIRIE TOWNS AND PRAIRIE RAVINES WITH ALL THE OBSTINACY AND COURAGE OF TRUE DEFENDERS OF THEIR HOMES AND FIRESIDES,7729,102255
7729-102255-0025,test-clean\7729\102255\7729-102255-0025.flac,THEIR ASSUMED CHARACTER CHANGED WITH THEIR CHANGING OPPORTUNITIES OR NECESSITIES,7729,102255
7729-102255-0026,test-clean\7729\102255\7729-102255-0026.flac,IN THE SHOOTING OF SHERIFF JONES IN LAWRENCE AND IN THE REFUSAL OF EX GOVERNOR BEEDER TO ALLOW THE DEPUTY MARSHAL TO ARREST HIM THEY DISCOVERED GRAVE OFFENSES AGAINST THE TERRITORIAL AND UNITED STATES LAWS,7729,102255
7729-102255-0027,test-clean\7729\102255\7729-102255-0027.flac,FOOTNOTE SUMNER TO SHANNON MAY TWELFTH EIGHTEEN FIFTY SIX,7729,102255
7729-102255-0028,test-clean\7729\102255\7729-102255-0028.flac,PRIVATE PERSONS WHO HAD LEASED THE FREE STATE HOTEL VAINLY BESOUGHT THE VARIOUS AUTHORITIES TO PREVENT THE DESTRUCTION OF THEIR PROPERTY,7729,102255
7729-102255-0029,test-clean\7729\102255\7729-102255-0029.flac,TEN DAYS WERE CONSUMED IN THESE NEGOTIATIONS BUT THE SPIRIT OF VENGEANCE REFUSED TO YIELD,7729,102255
7729-102255-0030,test-clean\7729\102255\7729-102255-0030.flac,HE SUMMONED HALF A DOZEN CITIZENS TO JOIN HIS POSSE WHO FOLLOWED OBEYED AND ASSISTED HIM,7729,102255
7729-102255-0031,test-clean\7729\102255\7729-102255-0031.flac,HE CONTINUED HIS PRETENDED SEARCH AND TO GIVE COLOR TO HIS ERRAND MADE TWO ARRESTS,7729,102255
7729-102255-0032,test-clean\7729\102255\7729-102255-0032.flac,THE FREE STATE HOTEL A STONE BUILDING IN DIMENSIONS FIFTY BY SEVENTY FEET THREE STORIES HIGH AND HANDSOMELY FURNISHED PREVIOUSLY OCCUPIED ONLY FOR LODGING ROOMS ON THAT DAY FOR THE FIRST TIME OPENED ITS TABLE ACCOMMODATIONS TO THE PUBLIC AND PROVIDED A FREE DINNER IN HONOR OF THE OCCASION,7729,102255
7729-102255-0033,test-clean\7729\102255\7729-102255-0033.flac,AS HE HAD PROMISED TO PROTECT THE HOTEL THE REASSURED CITIZENS BEGAN TO LAUGH AT THEIR OWN FEARS,7729,102255
7729-102255-0034,test-clean\7729\102255\7729-102255-0034.flac,TO THEIR SORROW THEY WERE SOON UNDECEIVED,7729,102255
7729-102255-0035,test-clean\7729\102255\7729-102255-0035.flac,THE MILITARY FORCE PARTLY RABBLE PARTLY ORGANIZED HAD MEANWHILE MOVED INTO THE TOWN,7729,102255
7729-102255-0036,test-clean\7729\102255\7729-102255-0036.flac,HE PLANTED A COMPANY BEFORE THE HOTEL AND DEMANDED A SURRENDER OF THE ARMS BELONGING TO THE FREE STATE MILITARY COMPANIES,7729,102255
7729-102255-0037,test-clean\7729\102255\7729-102255-0037.flac,HALF AN HOUR LATER TURNING A DEAF EAR TO ALL REMONSTRANCE HE GAVE THE PROPRIETORS UNTIL FIVE O'CLOCK TO REMOVE THEIR FAMILIES AND PERSONAL PROPERTY FROM THE FREE STATE HOTEL,7729,102255
7729-102255-0038,test-clean\7729\102255\7729-102255-0038.flac,ATCHISON WHO HAD BEEN HARANGUING THE MOB PLANTED HIS TWO GUNS BEFORE THE BUILDING AND TRAINED THEM UPON IT,7729,102255
7729-102255-0039,test-clean\7729\102255\7729-102255-0039.flac,THE INMATES BEING REMOVED AT THE APPOINTED HOUR A FEW CANNON BALLS WERE FIRED THROUGH THE STONE WALLS,7729,102255
7729-102255-0040,test-clean\7729\102255\7729-102255-0040.flac,IN THIS INCIDENT CONTRASTING THE CREATIVE AND THE DESTRUCTIVE SPIRIT OF THE FACTIONS THE EMIGRANT AID SOCIETY OF MASSACHUSETTS FINDS ITS MOST HONORABLE AND TRIUMPHANT VINDICATION,7729,102255
7729-102255-0041,test-clean\7729\102255\7729-102255-0041.flac,THE WHOLE PROCEEDING WAS SO CHILDISH THE MISERABLE PLOT SO TRANSPARENT THE OUTRAGE SO GROSS AS TO BRING DISGUST TO THE BETTER CLASS OF BORDER RUFFIANS WHO WERE WITNESSES AND ACCESSORIES,7729,102255
7729-102255-0042,test-clean\7729\102255\7729-102255-0042.flac,RELOCATED FOOTNOTE GOVERNOR ROBINSON BEING ON HIS WAY EAST THE STEAMBOAT ON WHICH HE WAS TRAVELING STOPPED AT LEXINGTON MISSOURI,7729,102255
7729-102255-0043,test-clean\7729\102255\7729-102255-0043.flac,IN A FEW DAYS AN OFFICER CAME WITH A REQUISITION FROM GOVERNOR SHANNON AND TOOK THE PRISONER BY LAND TO WESTPORT AND AFTERWARDS FROM THERE TO KANSAS CITY AND LEAVENWORTH,7729,102255
7729-102255-0044,test-clean\7729\102255\7729-102255-0044.flac,HERE HE WAS PLACED IN THE CUSTODY OF CAPTAIN MARTIN OF THE KICKAPOO RANGERS WHO PROVED A KIND JAILER AND MATERIALLY ASSISTED IN PROTECTING HIM FROM THE DANGEROUS INTENTIONS OF THE MOB WHICH AT THAT TIME HELD LEAVENWORTH UNDER A REIGN OF TERROR,7729,102255
7729-102255-0045,test-clean\7729\102255\7729-102255-0045.flac,CAPTAIN MARTIN SAID I SHALL GIVE YOU A PISTOL TO HELP PROTECT YOURSELF IF WORSE COMES TO WORST,7729,102255
7729-102255-0046,test-clean\7729\102255\7729-102255-0046.flac,IN THE EARLY MORNING OF THE NEXT DAY MAY TWENTY NINTH A COMPANY OF DRAGOONS WITH ONE EMPTY SADDLE CAME DOWN FROM THE FORT AND WHILE THE PRO SLAVERY MEN STILL SLEPT THE PRISONER AND HIS ESCORT WERE ON THEIR WAY ACROSS THE PRAIRIES TO LECOMPTON IN THE CHARGE OF OFFICERS OF THE UNITED STATES ARMY,7729,102255
7127-75946-0002,test-clean\7127\75946\7127-75946-0002.flac,LET HIM COME IN THEN SAID THE KING AND AS IF COLBERT HAD BEEN LISTENING AT THE DOOR FOR THE PURPOSE OF KEEPING HIMSELF AU COURANT WITH THE CONVERSATION HE ENTERED AS SOON AS THE KING HAD PRONOUNCED HIS NAME TO THE TWO COURTIERS,7127,75946
7127-75946-0003,test-clean\7127\75946\7127-75946-0003.flac,GENTLEMEN TO YOUR POSTS WHEREUPON SAINT AIGNAN AND VILLEROY TOOK THEIR LEAVE,7127,75946
7127-75946-0006,test-clean\7127\75946\7127-75946-0006.flac,HE HAS GIVEN THEM WITH TOO MUCH GRACE NOT TO HAVE OTHERS STILL TO GIVE IF THEY ARE REQUIRED WHICH IS THE CASE AT THE PRESENT MOMENT,7127,75946
7127-75946-0007,test-clean\7127\75946\7127-75946-0007.flac,IT IS NECESSARY THEREFORE THAT HE SHOULD COMPLY THE KING FROWNED,7127,75946
7127-75946-0008,test-clean\7127\75946\7127-75946-0008.flac,DOES YOUR MAJESTY THEN NO LONGER BELIEVE THE DISLOYAL ATTEMPT,7127,75946
7127-75946-0009,test-clean\7127\75946\7127-75946-0009.flac,NOT AT ALL YOU ARE ON THE CONTRARY MOST AGREEABLE TO ME,7127,75946
7127-75946-0010,test-clean\7127\75946\7127-75946-0010.flac,YOUR MAJESTY'S PLAN THEN IN THIS AFFAIR IS,7127,75946
7127-75946-0013,test-clean\7127\75946\7127-75946-0013.flac,THE KING HAD COMPLETED HIS TOILETTE BY NINE O'CLOCK HE APPEARED IN AN OPEN CARRIAGE DECORATED WITH BRANCHES OF TREES AND FLOWERS,7127,75946
7127-75946-0014,test-clean\7127\75946\7127-75946-0014.flac,THE QUEENS HAD TAKEN THEIR SEATS UPON A MAGNIFICENT DIAS OR PLATFORM ERECTED UPON THE BORDERS OF THE LAKE IN A THEATER OF WONDERFUL ELEGANCE OF CONSTRUCTION,7127,75946
7127-75946-0015,test-clean\7127\75946\7127-75946-0015.flac,SUDDENLY FOR THE PURPOSE OF RESTORING PEACE AND ORDER SPRING ACCOMPANIED BY HIS WHOLE COURT MADE HIS APPEARANCE,7127,75946
7127-75946-0016,test-clean\7127\75946\7127-75946-0016.flac,THE SEASONS ALLIES OF SPRING FOLLOWED HIM CLOSELY TO FORM A QUADRILLE WHICH AFTER MANY WORDS OF MORE OR LESS FLATTERING IMPORT WAS THE COMMENCEMENT OF THE DANCE,7127,75946
7127-75946-0017,test-clean\7127\75946\7127-75946-0017.flac,HIS LEGS THE BEST SHAPED AT COURT WERE DISPLAYED TO GREAT ADVANTAGE IN FLESH COLORED SILKEN HOSE OF SILK SO FINE AND SO TRANSPARENT THAT IT SEEMED ALMOST LIKE FLESH ITSELF,7127,75946
7127-75946-0018,test-clean\7127\75946\7127-75946-0018.flac,THERE WAS SOMETHING IN HIS CARRIAGE WHICH RESEMBLED THE BUOYANT MOVEMENTS OF AN IMMORTAL AND HE DID NOT DANCE SO MUCH AS SEEM TO SOAR ALONG,7127,75946
7127-75946-0019,test-clean\7127\75946\7127-75946-0019.flac,YES IT IS SUPPRESSED,7127,75946
7127-75946-0021,test-clean\7127\75946\7127-75946-0021.flac,YES SIRE AND READY DRESSED FOR THE BALLET,7127,75946
7127-75946-0022,test-clean\7127\75946\7127-75946-0022.flac,SIRE HE SAID YOUR MAJESTY'S MOST DEVOTED SERVANT APPROACHES TO PERFORM A SERVICE ON THIS OCCASION WITH SIMILAR ZEAL THAT HE HAS ALREADY SHOWN ON THE FIELD OF BATTLE,7127,75946
7127-75946-0023,test-clean\7127\75946\7127-75946-0023.flac,THE KING SEEMED ONLY PLEASED WITH EVERY ONE PRESENT,7127,75946
7127-75946-0026,test-clean\7127\75946\7127-75946-0026.flac,WHEN THE MUSIC BY ITS BURSTS OF MELODY CARRIED AWAY THESE ILLUSTRIOUS DANCERS WHEN THE SIMPLE UNTUTORED PANTOMIME OF THAT PERIOD ONLY THE MORE NATURAL ON ACCOUNT OF THE VERY INDIFFERENT ACTING OF THE AUGUST ACTORS HAD REACHED ITS CULMINATING POINT OF TRIUMPH THE THEATER SHOOK WITH TUMULTUOUS APPLAUSE,7127,75946
7127-75947-0000,test-clean\7127\75947\7127-75947-0000.flac,EVERY ONE COULD OBSERVE HIS AGITATION AND PROSTRATION A PROSTRATION WHICH WAS INDEED THE MORE REMARKABLE SINCE PEOPLE WERE NOT ACCUSTOMED TO SEE HIM WITH HIS ARMS HANGING LISTLESSLY BY HIS SIDE HIS HEAD BEWILDERED AND HIS EYES WITH ALL THEIR BRIGHT INTELLIGENCE BEDIMMED,7127,75947
7127-75947-0001,test-clean\7127\75947\7127-75947-0001.flac,UPON THIS MADAME DEIGNED TO TURN HER EYES LANGUISHINGLY TOWARDS THE COMTE OBSERVING,7127,75947
7127-75947-0002,test-clean\7127\75947\7127-75947-0002.flac,DO YOU THINK SO SHE REPLIED WITH INDIFFERENCE,7127,75947
7127-75947-0003,test-clean\7127\75947\7127-75947-0003.flac,YES THE CHARACTER WHICH YOUR ROYAL HIGHNESS ASSUMED IS IN PERFECT HARMONY WITH YOUR OWN,7127,75947
7127-75947-0004,test-clean\7127\75947\7127-75947-0004.flac,EXPLAIN YOURSELF,7127,75947
7127-75947-0005,test-clean\7127\75947\7127-75947-0005.flac,I ALLUDE TO THE GODDESS,7127,75947
7127-75947-0006,test-clean\7127\75947\7127-75947-0006.flac,THE PRINCESS INQUIRED NO,7127,75947
7127-75947-0007,test-clean\7127\75947\7127-75947-0007.flac,SHE THEN ROSE HUMMING THE AIR TO WHICH SHE WAS PRESENTLY GOING TO DANCE,7127,75947
7127-75947-0008,test-clean\7127\75947\7127-75947-0008.flac,THE ARROW PIERCED HIS HEART AND WOUNDED HIM MORTALLY,7127,75947
7127-75947-0009,test-clean\7127\75947\7127-75947-0009.flac,A QUARTER OF AN HOUR AFTERWARDS HE RETURNED TO THE THEATER BUT IT WILL BE READILY BELIEVED THAT IT WAS ONLY A POWERFUL EFFORT OF REASON OVER HIS GREAT EXCITEMENT THAT ENABLED HIM TO GO BACK OR PERHAPS FOR LOVE IS THUS STRANGELY CONSTITUTED HE FOUND IT IMPOSSIBLE EVEN TO REMAIN MUCH LONGER SEPARATED FROM THE PRESENCE OF ONE WHO HAD BROKEN HIS HEART,7127,75947
7127-75947-0010,test-clean\7127\75947\7127-75947-0010.flac,WHEN SHE PERCEIVED THE YOUNG MAN SHE ROSE LIKE A WOMAN SURPRISED IN THE MIDST OF IDEAS SHE WAS DESIROUS OF CONCEALING FROM HERSELF,7127,75947
7127-75947-0011,test-clean\7127\75947\7127-75947-0011.flac,REMAIN I IMPLORE YOU THE EVENING IS MOST LOVELY,7127,75947
7127-75947-0012,test-clean\7127\75947\7127-75947-0012.flac,INDEED AH,7127,75947
7127-75947-0013,test-clean\7127\75947\7127-75947-0013.flac,I REMEMBER NOW AND I CONGRATULATE MYSELF DO YOU LOVE ANY ONE,7127,75947
7127-75947-0014,test-clean\7127\75947\7127-75947-0014.flac,FORGIVE ME I HARDLY KNOW WHAT I AM SAYING A THOUSAND TIMES FORGIVE ME MADAME WAS RIGHT QUITE RIGHT THIS BRUTAL EXILE HAS COMPLETELY TURNED MY BRAIN,7127,75947
7127-75947-0015,test-clean\7127\75947\7127-75947-0015.flac,THERE CANNOT BE A DOUBT HE RECEIVED YOU KINDLY FOR IN FACT YOU RETURNED WITHOUT HIS PERMISSION,7127,75947
7127-75947-0016,test-clean\7127\75947\7127-75947-0016.flac,OH MADEMOISELLE WHY HAVE I NOT A DEVOTED SISTER OR A TRUE FRIEND SUCH AS YOURSELF,7127,75947
7127-75947-0017,test-clean\7127\75947\7127-75947-0017.flac,WHAT ALREADY HERE THEY SAID TO HER,7127,75947
7127-75947-0018,test-clean\7127\75947\7127-75947-0018.flac,I HAVE BEEN HERE THIS QUARTER OF AN HOUR REPLIED LA VALLIERE,7127,75947
7127-75947-0019,test-clean\7127\75947\7127-75947-0019.flac,DID NOT THE DANCING AMUSE YOU NO,7127,75947
7127-75947-0020,test-clean\7127\75947\7127-75947-0020.flac,NO MORE THAN THE DANCING,7127,75947
7127-75947-0021,test-clean\7127\75947\7127-75947-0021.flac,LA VALLIERE IS QUITE A POETESS SAID TONNAY CHARENTE,7127,75947
7127-75947-0022,test-clean\7127\75947\7127-75947-0022.flac,I AM A WOMAN AND THERE ARE FEW LIKE ME WHOEVER LOVES ME FLATTERS ME WHOEVER FLATTERS ME PLEASES ME AND WHOEVER PLEASES WELL SAID MONTALAIS YOU DO NOT FINISH,7127,75947
7127-75947-0023,test-clean\7127\75947\7127-75947-0023.flac,IT IS TOO DIFFICULT REPLIED MADEMOISELLE DE TONNAY CHARENTE LAUGHING LOUDLY,7127,75947
7127-75947-0024,test-clean\7127\75947\7127-75947-0024.flac,LOOK YONDER DO YOU NOT SEE THE MOON SLOWLY RISING SILVERING THE TOPMOST BRANCHES OF THE CHESTNUTS AND THE OAKS,7127,75947
7127-75947-0025,test-clean\7127\75947\7127-75947-0025.flac,EXQUISITE SOFT TURF OF THE WOODS THE HAPPINESS WHICH YOUR FRIENDSHIP CONFERS UPON ME,7127,75947
7127-75947-0026,test-clean\7127\75947\7127-75947-0026.flac,WELL SAID MADEMOISELLE DE TONNAY CHARENTE I ALSO THINK A GOOD DEAL BUT I TAKE CARE,7127,75947
7127-75947-0027,test-clean\7127\75947\7127-75947-0027.flac,TO SAY NOTHING SAID MONTALAIS SO THAT WHEN MADEMOISELLE DE TONNAY CHARENTE THINKS ATHENAIS IS THE ONLY ONE WHO KNOWS IT,7127,75947
7127-75947-0028,test-clean\7127\75947\7127-75947-0028.flac,QUICK QUICK THEN AMONG THE HIGH REED GRASS SAID MONTALAIS STOOP ATHENAIS YOU ARE SO TALL,7127,75947
7127-75947-0029,test-clean\7127\75947\7127-75947-0029.flac,THE YOUNG GIRLS HAD INDEED MADE THEMSELVES SMALL INDEED INVISIBLE,7127,75947
7127-75947-0030,test-clean\7127\75947\7127-75947-0030.flac,SHE WAS HERE JUST NOW SAID THE COUNT,7127,75947
7127-75947-0031,test-clean\7127\75947\7127-75947-0031.flac,YOU ARE POSITIVE THEN,7127,75947
7127-75947-0032,test-clean\7127\75947\7127-75947-0032.flac,YES BUT PERHAPS I FRIGHTENED HER IN WHAT WAY,7127,75947
7127-75947-0033,test-clean\7127\75947\7127-75947-0033.flac,HOW IS IT LA VALLIERE SAID MADEMOISELLE DE TONNAY CHARENTE THAT THE VICOMTE DE BRAGELONNE SPOKE OF YOU AS LOUISE,7127,75947
7127-75947-0034,test-clean\7127\75947\7127-75947-0034.flac,IT SEEMS THE KING WILL NOT CONSENT TO IT,7127,75947
7127-75947-0035,test-clean\7127\75947\7127-75947-0035.flac,GOOD GRACIOUS HAS THE KING ANY RIGHT TO INTERFERE IN MATTERS OF THAT KIND,7127,75947
7127-75947-0036,test-clean\7127\75947\7127-75947-0036.flac,I GIVE MY CONSENT,7127,75947
7127-75947-0037,test-clean\7127\75947\7127-75947-0037.flac,OH I AM SPEAKING SERIOUSLY REPLIED MONTALAIS AND MY OPINION IN THIS CASE IS QUITE AS GOOD AS THE KING'S I SUPPOSE IS IT NOT LOUISE,7127,75947
7127-75947-0038,test-clean\7127\75947\7127-75947-0038.flac,LET US RUN THEN SAID ALL THREE AND GRACEFULLY LIFTING UP THE LONG SKIRTS OF THEIR SILK DRESSES THEY LIGHTLY RAN ACROSS THE OPEN SPACE BETWEEN THE LAKE AND THE THICKEST COVERT OF THE PARK,7127,75947
7127-75947-0039,test-clean\7127\75947\7127-75947-0039.flac,IN FACT THE SOUND OF MADAME'S AND THE QUEEN'S CARRIAGES COULD BE HEARD IN THE DISTANCE UPON THE HARD DRY GROUND OF THE ROADS FOLLOWED BY THE MOUNTED CAVALIERS,7127,75947
7127-75947-0040,test-clean\7127\75947\7127-75947-0040.flac,IN THIS WAY THE FETE OF THE WHOLE COURT WAS A FETE ALSO FOR THE MYSTERIOUS INHABITANTS OF THE FOREST FOR CERTAINLY THE DEER IN THE BRAKE THE PHEASANT ON THE BRANCH THE FOX IN ITS HOLE WERE ALL LISTENING,7127,75947
6930-75918-0000,test-clean\6930\75918\6930-75918-0000.flac,CONCORD RETURNED TO ITS PLACE AMIDST THE TENTS,6930,75918
6930-75918-0001,test-clean\6930\75918\6930-75918-0001.flac,THE ENGLISH FORWARDED TO THE FRENCH BASKETS OF FLOWERS OF WHICH THEY HAD MADE A PLENTIFUL PROVISION TO GREET THE ARRIVAL OF THE YOUNG PRINCESS THE FRENCH IN RETURN INVITED THE ENGLISH TO A SUPPER WHICH WAS TO BE GIVEN THE NEXT DAY,6930,75918
6930-75918-0002,test-clean\6930\75918\6930-75918-0002.flac,CONGRATULATIONS WERE POURED IN UPON THE PRINCESS EVERYWHERE DURING HER JOURNEY,6930,75918
6930-75918-0003,test-clean\6930\75918\6930-75918-0003.flac,FROM THE RESPECT PAID HER ON ALL SIDES SHE SEEMED LIKE A QUEEN AND FROM THE ADORATION WITH WHICH SHE WAS TREATED BY TWO OR THREE SHE APPEARED AN OBJECT OF WORSHIP THE QUEEN MOTHER GAVE THE FRENCH THE MOST AFFECTIONATE RECEPTION FRANCE WAS HER NATIVE COUNTRY AND SHE HAD SUFFERED TOO MUCH UNHAPPINESS IN ENGLAND FOR ENGLAND TO HAVE MADE HER FORGET FRANCE,6930,75918
6930-75918-0004,test-clean\6930\75918\6930-75918-0004.flac,SHE TAUGHT HER DAUGHTER THEN BY HER OWN AFFECTION FOR IT THAT LOVE FOR A COUNTRY WHERE THEY HAD BOTH BEEN HOSPITABLY RECEIVED AND WHERE A BRILLIANT FUTURE OPENED BEFORE THEM,6930,75918
6930-75918-0005,test-clean\6930\75918\6930-75918-0005.flac,THE COUNT HAD THROWN HIMSELF BACK ON HIS SEAT LEANING HIS SHOULDERS AGAINST THE PARTITION OF THE TENT AND REMAINED THUS HIS FACE BURIED IN HIS HANDS WITH HEAVING CHEST AND RESTLESS LIMBS,6930,75918
6930-75918-0006,test-clean\6930\75918\6930-75918-0006.flac,THIS HAS INDEED BEEN A HARASSING DAY CONTINUED THE YOUNG MAN HIS EYES FIXED UPON HIS FRIEND,6930,75918
6930-75918-0007,test-clean\6930\75918\6930-75918-0007.flac,YOU WILL BE FRANK WITH ME I ALWAYS AM,6930,75918
6930-75918-0008,test-clean\6930\75918\6930-75918-0008.flac,CAN YOU IMAGINE WHY BUCKINGHAM HAS BEEN SO VIOLENT I SUSPECT,6930,75918
6930-75918-0009,test-clean\6930\75918\6930-75918-0009.flac,IT IS YOU WHO ARE MISTAKEN RAOUL I HAVE READ HIS DISTRESS IN HIS EYES IN HIS EVERY GESTURE AND ACTION THE WHOLE DAY,6930,75918
